root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5abd6646c0      24       1,016 System.IDisposable[]
7a5abdeb6f70      16       1,024 System.Collections.Concurrent.ConcurrentDictionary<System.String, Microsoft.Extensions.FileProviders.Physical.PhysicalFilesWatcher+ChangeTokenInfo>+Node
7a5ac58d7b50      16       1,024 System.Func<ForexExchange.Models.CustomerBalance, System.Boolean>
7a5ac190a738      32       1,024 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Metadata.Internal.Key>
7a5ac1feae08      32       1,024 System.Collections.Generic.List<Microsoft.EntityFrameworkCore.Metadata.RuntimeKey>
7a5ac1fec1d8      32       1,024 Microsoft.EntityFrameworkCore.Metadata.RuntimeKey[]
7a5ac27ad4f8      16       1,024 System.Action<Microsoft.Extensions.Logging.ILogger, System.Guid, System.Exception>
7a5ac37e2d18      16       1,024 System.Func<System.Linq.Expressions.ParameterExpression, System.Linq.Expressions.Expression, System.Linq.Expressions.Expression>
7a5ac5275d88      16       1,024 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.InternalEntityEntry, System.Int64>
7a5ac4637590       3       1,032 System.ArraySegment<System.Byte>[]
7a5ac1372558      26       1,040 Microsoft.EntityFrameworkCore.Query.RelationalParameterBasedSqlProcessorDependencies
7a5ac33fa920      13       1,040 System.Reflection.RuntimeConstructorInfo[][]
7a5ac186bb88      13       1,040 System.Collections.Concurrent.ConcurrentDictionary<System.ValueTuple<System.Type, System.Type>, Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverterInfo>+Node
7a5ac1e35250      26       1,040 System.Linq.Expressions.Expression2<System.Func<System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Boolean>>
7a5ac334f998      13       1,040 Microsoft.EntityFrameworkCore.Query.SqlExpressions.SqlFunctionExpression
7a5ac157c008       1       1,048 System.Dynamic.Utils.CacheDict<System.Reflection.MethodBase, System.Reflection.ParameterInfo[]>+Entry[]
7a5ac203eb18       7       1,048 Microsoft.EntityFrameworkCore.Query.IMethodCallTranslator[]
7a5abd837930      33       1,056 System.Collections.Generic.List<Microsoft.Extensions.DependencyInjection.ServiceDescriptor>
7a5ac13a4218      11       1,056 System.Resources.ResourceManager
7a5ac13a6e20      11       1,056 System.Reflection.RuntimeAssembly+ManifestResourceStream
7a5ac13a9eb8      11       1,056 System.Collections.Generic.Dictionary<System.String, System.Resources.ResourceSet>+Entry[]
7a5ac35ac578       2       1,056 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Text.Json.JsonSerializerOptions+CachingContext+CacheEntry>+VolatileNode[]
7a5ac37e5af0       2       1,056 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Func<System.Linq.Expressions.ParameterExpression, System.Linq.Expressions.Expression, System.Linq.Expressions.Expression>>+VolatileNode[]
7a5ac5d6cdc0      22       1,056 Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ComplexObjectModelBinder
7a5ac3f84f50       7       1,064 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Infrastructure.TimeoutControl
7a5ac1612b20       2       1,072 System.Collections.Concurrent.ConcurrentQueueSegment<System.Object>+Slot[]
7a5ac191a6e0      34       1,072 Microsoft.EntityFrameworkCore.Metadata.Internal.Key[]
7a5ac62cad50       2       1,072 ForexExchange.Models.CurrencyPoolHistory[]
7a5ac1379a70       5       1,080 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager
7a5ac32ab0d0      27       1,080 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint>
7a5ac32ab9c8      27       1,080 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.TableIndex>
7a5ac32df8a8      27       1,080 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.CheckConstraint>
7a5ac32e0018      27       1,080 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.ITrigger>
7a5ac223fee0       3       1,080 System.Collections.Generic.Dictionary<System.ValueTuple<System.String, System.Int32>, System.ValueTuple<System.Int32, System.Object, SQLitePCL.delegate_function_scalar>>+Entry[]
7a5ac1665438       8       1,088 Microsoft.Data.Sqlite.SqliteConnection
7a5ac6280768       1       1,096 System.Linq.IGrouping<<>f__AnonymousType131<System.Int32, System.String>, <>f__AnonymousType226<System.Int32, System.String, System.DateTime, System.String, System.String, System.Nullable<System.Int32>, System.Decimal, System.String>>[]
7a5abd665b88      23       1,104 Microsoft.Extensions.Primitives.ChangeToken+ChangeTokenRegistration<System.Action>
7a5ac1e53d68      23       1,104 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass12_0<System.String, System.String>
7a5ac1731e08      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Navigation>
7a5ac17332f8      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.SkipNavigation>
7a5ac1734420      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.ServiceProperty>
7a5ac1735af0      28       1,120 System.Collections.Generic.SortedDictionary<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.Internal.Index>
7a5ac17360f8      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Index>
7a5ac1737278      28       1,120 System.Collections.Generic.SortedDictionary<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.Internal.Key>
7a5ac1737ec0      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Trigger>
7a5ac173c0f8      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.ComplexProperty>
7a5ac173fd58      28       1,120 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Property>
7a5ac175c7e8      28       1,120 System.Collections.Generic.SortedDictionary<System.String, System.Reflection.PropertyInfo>
7a5ac175eb78      28       1,120 System.Collections.Generic.SortedDictionary<System.String, System.Reflection.FieldInfo>
7a5ac1db5890      28       1,120 System.Linq.Expressions.Expression2<System.Func<System.Nullable<System.DateTime>, System.Nullable<System.DateTime>, System.Boolean>>
7a5abe8c4150      10       1,120 System.Net.Sockets.Socket
7a5ac411efd0      20       1,120 System.Collections.Frozen.LengthBucketsFrozenDictionary<System.Int32>
7a5ac495dd30      35       1,120 System.Runtime.CompilerServices.RuleCache<System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Object>>
7a5ac3b18790      35       1,136 Microsoft.Extensions.DependencyInjection.ActivatorUtilities+ConstructorInfoEx[]
7a5ac1da1018      36       1,152 Microsoft.EntityFrameworkCore.ChangeTracking.EntryCurrentValueComparer<System.Int32>
7a5ac47922c0      24       1,152 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.AspNetCore.Http.Endpoint, Microsoft.AspNetCore.Authorization.AuthorizationPolicy>+Node
7a5abc1906c0      36       1,152 System.Decimal
7a5ac4554f40      18       1,152 System.Func<Microsoft.AspNetCore.Mvc.ModelBinding.IModelMetadataProvider, Microsoft.AspNetCore.Mvc.ModelBinding.ModelStateDictionary, Microsoft.AspNetCore.Mvc.ViewFeatures.ViewDataDictionary>
7a5ac44cd1d8      18       1,152 Microsoft.AspNetCore.Mvc.Controllers.ControllerBinderDelegate
7a5ac4555550      18       1,152 System.Func<Microsoft.AspNetCore.Mvc.ViewFeatures.ViewDataDictionary, Microsoft.AspNetCore.Mvc.ViewFeatures.ViewDataDictionary>
7a5ac4557b68      18       1,152 System.Action<Microsoft.AspNetCore.Mvc.Razor.RazorPageBase, System.Diagnostics.DiagnosticSource>
7a5ac4557cf8      18       1,152 System.Action<Microsoft.AspNetCore.Mvc.Razor.RazorPageBase, System.Text.Encodings.Web.HtmlEncoder>
7a5ac57cd2f0      24       1,152 System.Collections.Concurrent.ConcurrentDictionary<System.Linq.Expressions.LambdaExpression, System.String>+Node
7a5ac5c70598       8       1,152 System.Collections.Generic.KeyValuePair<Microsoft.AspNetCore.Mvc.ModelBinding.EnumGroupAndName, System.String>[]
7a5ac3f7af68       9       1,152 System.Net.Sockets.SocketAsyncContext+BufferMemoryReceiveOperation
7a5ac1bd2018      18       1,152 System.Func<ForexExchange.Models.AdminActivity, System.String>
7a5ac7466818      18       1,152 System.Diagnostics.Metrics.AggregatorLookupFunc<System.Diagnostics.Metrics.Aggregator>
7a5ac44cb1c0      29       1,160 System.Action<Microsoft.AspNetCore.Mvc.ControllerContext, System.Object>[]
7a5ac3344ab0      23       1,176 Microsoft.EntityFrameworkCore.Query.SqlExpressions.OrderingExpression[]
7a5ac1577bf0      49       1,176 System.Linq.Expressions.PrimitiveParameterExpression<System.String>
7a5ac3a6d348      49       1,176 Microsoft.AspNetCore.Routing.Template.TemplateSegment
7a5ac6334df0      21       1,176 System.Linq.Grouping<System.Int32, System.ValueTuple<System.Int32, System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String>>
7a5ac0dd1398       8       1,200 System.Collections.Generic.Dictionary<System.String, System.Collections.Generic.List<System.Diagnostics.Metrics.Instrument>>+Entry[]
7a5ac18382f0      25       1,200 System.Collections.Generic.SortedSet<System.Type>+Node
7a5ac1da6d30      15       1,200 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer+DefaultValueComparer<System.Int32>
7a5ac3129dd0       5       1,200 System.Net.Http.HttpConnectionSettings
7a5ac45bc620      22       1,200 Microsoft.AspNetCore.Routing.DecisionTree.DecisionCriterion<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>[]
7a5ac32e2188       1       1,208 System.Collections.Generic.Dictionary<System.ValueTuple<System.String, System.String>, Microsoft.EntityFrameworkCore.Metadata.Internal.Table>+Entry[]
7a5ac63395c8       1       1,208 System.Collections.Generic.Dictionary<System.Int32, System.Decimal>+Entry[]
7a5ac46413c0      19       1,216 System.Func<System.String, System.Int32, System.Int32, System.Int32>
7a5ac57c5650      19       1,216 Microsoft.CSharp.RuntimeBinder.Semantics.ExpressionBinder+PfnBindBinOp
7a5ac744c840      19       1,216 System.Func<System.Diagnostics.Metrics.Aggregator>
7a5ac3a456c8      51       1,224 Microsoft.AspNetCore.Mvc.ValidateAntiForgeryTokenAttribute
7a5ac47984b0      18       1,232 Microsoft.AspNetCore.Mvc.Controllers.ControllerBinderDelegateProvider+BinderItem[]
7a5ac3f812f0      14       1,232 System.Collections.Generic.KeyValuePair<System.Type, System.Object>[]
7a5ac126ef20      26       1,248 Microsoft.EntityFrameworkCore.Sqlite.Query.Internal.SqliteSqlExpressionFactory
7a5ac41698e8      15       1,256 System.Collections.Generic.KeyValuePair<System.Func<System.Object, System.Threading.Tasks.Task>, System.Object>[]
7a5abdeb2550       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<System.String, Microsoft.Extensions.FileProviders.Physical.PhysicalFilesWatcher+ChangeTokenInfo>+VolatileNode[]
7a5ac1713278       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Reflection.PropertyInfo>+VolatileNode[]
7a5ac1d818a0      20       1,280 System.Func<System.Boolean, Microsoft.EntityFrameworkCore.ChangeTracking.Internal.IIdentityMap>
7a5ac1dbe0e0      16       1,280 System.Collections.Generic.Dictionary<System.Type, System.Reflection.MethodInfo>
7a5ac35b19e0      20       1,280 System.Func<System.Reflection.ICustomAttributeProvider>
7a5ac37e11d0      32       1,280 System.ComponentModel.ReflectTypeDescriptionProvider+IntrinsicTypeConverterData
7a5ac6361f18      20       1,280 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Decimal, System.Int32, System.String, System.DateTime, System.String>
7a5ac6e0a4c8      20       1,280 System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Int32, System.Object>
7a5ac6552b48       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<System.Reflection.MemberInfo, System.Func<ForexExchange.Models.Order, System.Object>>+VolatileNode[]
7a5ac6553608       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.AspNetCore.Mvc.ViewFeatures.MemberExpressionCacheKey, System.Func<ForexExchange.Models.Order, System.Object>>+VolatileNode[]
7a5ac7464420       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<System.Diagnostics.Metrics.StringSequence1, System.Collections.Concurrent.ConcurrentDictionary<System.Diagnostics.Metrics.ObjectSequence1, System.Diagnostics.Metrics.Aggregator>>+VolatileNode[]
7a5ac7465a70       4       1,280 System.Collections.Concurrent.ConcurrentDictionary<System.Diagnostics.Metrics.ObjectSequence1, System.Diagnostics.Metrics.Aggregator>+VolatileNode[]
7a5ac57c2e08      23       1,288 System.Runtime.CompilerServices.CallSite<System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Boolean>>
7a5ac3f7d9f0       7       1,288 System.Runtime.CompilerServices.AsyncTaskMethodBuilder<System.Threading.Tasks.VoidTaskResult>+AsyncStateMachineBox<Microsoft.AspNetCore.Server.Kestrel.Transport.Sockets.Internal.SocketConnection+<DoReceive>d__27>
7a5ac7450410      23       1,288 System.Diagnostics.Tracing.PropertyAnalysis
7a5ac32bec68      54       1,296 System.Collections.Generic.SortedDictionary<System.String, Microsoft.EntityFrameworkCore.Metadata.IColumnBase>+KeyValuePairComparer
7a5ac32e05f8      27       1,296 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint>>
7a5ac32e0d28      27       1,296 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.TableIndex>>
7a5ac32e1458      27       1,296 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.CheckConstraint>>
7a5ac32e1b88      27       1,296 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.ITrigger>>
7a5ac32fb9b8      27       1,296 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.IKey>
7a5ac32fb5f0      27       1,296 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint>
7a5ac3307f48      27       1,296 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint>+Node
7a5ac3308080      27       1,296 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.IKey>+Node
7a5ac33d5148      27       1,296 Microsoft.EntityFrameworkCore.Metadata.Internal.PropertyCounts
7a5ac3a30330      18       1,296 Microsoft.AspNetCore.Mvc.ModelBinding.BindingInfo
7a5ac3a132f0      41       1,312 Microsoft.AspNetCore.Mvc.Razor.RazorPagePropertyActivator+<>c__DisplayClass8_0
7a5ac45bc090      41       1,312 System.Collections.Generic.List<Microsoft.AspNetCore.Routing.DecisionTree.DecisionCriterion<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>>
7a5ac45be9e0      41       1,312 Microsoft.AspNetCore.Routing.DecisionTree.DecisionTreeNode<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>
7a5ac516b2e8       5       1,320 Newtonsoft.Json.Serialization.JsonDictionaryContract
7a5ac6e14f10      41       1,336 System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Int32, System.Object>[]
7a5abd85c088       3       1,344 System.Globalization.CultureData
7a5abdf804c8      42       1,344 System.Collections.Generic.List<System.IO.FileSystemWatcher+RunningInstance+WatchedDirectory>
7a5ac1738768      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Navigation>>
7a5ac1738e98      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.SkipNavigation>>
7a5ac17395c8      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.ServiceProperty>>
7a5ac1739d18      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.Internal.Index>>
7a5ac173a448      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Index>>
7a5ac173ab78      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.Internal.Key>>
7a5ac173b2a8      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Trigger>>
7a5ac1750618      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.ComplexProperty>>
7a5ac173c700      28       1,344 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.Internal.TypeBase>
7a5ac173cd88      56       1,344 Microsoft.EntityFrameworkCore.Metadata.Internal.PropertyNameComparer
7a5ac17524b0      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.Property>>
7a5ac175d650      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, System.Reflection.PropertyInfo>>
7a5ac175fa80      28       1,344 System.Collections.Generic.TreeSet<System.Collections.Generic.KeyValuePair<System.String, System.Reflection.FieldInfo>>
7a5ac51f3e10      21       1,344 Newtonsoft.Json.Serialization.ObjectConstructor<System.Object>
7a5ac57eb370      24       1,344 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.AspNetCore.Mvc.ModelBinding.ModelMetadata, Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorCache+CacheEntry>+Node
7a5ac3f8edd8       7       1,344 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Http.Http1OutputProducer
7a5ac68f7748      24       1,344 System.Net.Http.Headers.GenericHeaderParser
7a5ac223c6a8      21       1,344 SQLitePCL.delegate_function_scalar
7a5ac57c38c8      19       1,368 Microsoft.CSharp.RuntimeBinder.CSharpBinaryOperationBinder
7a5ac45ae470      43       1,376 System.Collections.Generic.List<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>
7a5ac35b6a30      23       1,384 System.Text.Json.Serialization.Metadata.JsonPropertyInfo[]
7a5ac330cc38      29       1,392 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.IForeignKey>
7a5ac3324ef0      29       1,392 System.Collections.Generic.SortedSet<Microsoft.EntityFrameworkCore.Metadata.IForeignKey>+Node
7a5ac7467028      29       1,392 System.Diagnostics.Metrics.ObservableCounterAggregator
7a5abdf65cd0      25       1,400 System.Runtime.CompilerServices.ConditionalWeakTable<System.Buffers.SharedArrayPoolThreadLocalArray[], System.Object>+Container
7a5ac39327e0      35       1,400 Microsoft.AspNetCore.Authorization.AuthorizeAttribute
7a5abd666ca8      44       1,408 System.Threading.CancellationTokenRegistration
7a5ac13a7a28      11       1,408 System.Resources.ResourceReader
7a5ac0a67f10      32       1,416 Serilog.Parsing.PropertyToken[]
7a5ac35cc690      11       1,440 System.Collections.Generic.Dictionary<System.String, System.Text.Json.Serialization.Metadata.JsonPropertyInfo>+Entry[]
7a5ac49120a8       1       1,440 System.Collections.Generic.Dictionary<System.String, Microsoft.CSharp.RuntimeBinder.Syntax.PredefinedType>+Entry[]
7a5ac13beba0      20       1,440 ForexExchange.Models.BankAccountBalance
7a5ac49b74e8      45       1,440 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry
7a5ac7440728      18       1,440 System.Diagnostics.Tracing.PollingCounter
7a5ac44c6bb0      29       1,456 Microsoft.AspNetCore.Mvc.Filters.FilterItem[]
7a5ac6e0a5c8      26       1,456 System.Runtime.CompilerServices.CallSite<System.Func<System.Runtime.CompilerServices.CallSite, System.Object, System.Int32, System.Object>>
7a5ac1dba770      61       1,464 System.Linq.Expressions.DefaultExpression
7a5ac1261aa0       1       1,472 Microsoft.EntityFrameworkCore.Sqlite.Diagnostics.Internal.SqliteLoggingDefinitions
7a5ac1e532c0      23       1,472 System.Action<Microsoft.Extensions.Logging.ILogger, System.String, System.String, System.Exception>
7a5ac454b190      23       1,472 System.Func<Microsoft.AspNetCore.Mvc.Razor.IRazorPage>
7a5ac214df88      23       1,472 <>f__AnonymousType220<System.Int64, System.Int32, System.Decimal, System.DateTime, System.String>
7a5ac74515f8      23       1,472 System.Func<System.Diagnostics.Tracing.PropertyValue, System.Diagnostics.Tracing.PropertyValue>
7a5ac45af0d8      23       1,480 Microsoft.AspNetCore.Routing.Tree.OutboundMatch[]
7a5ac1634e88       6       1,488 Microsoft.EntityFrameworkCore.Sqlite.Storage.Internal.SqliteStringTypeMapping
7a5ac5202c58      31       1,488 System.Collections.Concurrent.ConcurrentDictionary<System.Object, Newtonsoft.Json.JsonObjectAttribute>+Node
7a5ac15e4230      27       1,512 System.Collections.Concurrent.ConcurrentDictionary<System.ValueTuple<System.Type, System.String>, System.Func<Microsoft.EntityFrameworkCore.DbContext, System.String, System.Object>>+Node
7a5ac3307b80      27       1,512 System.Collections.Generic.SortedSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint>>+Node
7a5ac0d53c60      27       1,512 Serilog.Extensions.Logging.SerilogLoggerScope
7a5ac059ac90      19       1,520 System.Collections.Generic.Dictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey, System.Object>
7a5ac3e17c30      10       1,520 System.Net.Sockets.SocketAsyncContext
7a5ac32be500      28       1,536 Microsoft.EntityFrameworkCore.Metadata.Internal.TableMappingBase<Microsoft.EntityFrameworkCore.Metadata.Internal.ColumnMappingBase>[]
7a5ac32dd1d0      28       1,536 Microsoft.EntityFrameworkCore.Metadata.Internal.TableMapping[]
7a5ac36aeca0      31       1,536 Microsoft.AspNetCore.Mvc.Filters.IFilterMetadata[]
7a5ac44c8fc8      24       1,536 Microsoft.Extensions.Internal.ObjectMethodExecutor+MethodExecutorAsync
7a5ac4946fc0      16       1,536 Microsoft.CSharp.RuntimeBinder.CSharpInvokeMemberBinder
7a5ac57e5ed0      64       1,536 System.Collections.ObjectModel.ReadOnlyCollection<System.Object>
7a5ac35b54a0      12       1,536 System.Text.Json.Utf8JsonWriter
7a5ac68f78b8      24       1,536 System.Net.Http.Headers.GenericHeaderParser+GetParsedValueLengthDelegate
7a5ac525eb38      24       1,536 System.Func<ForexExchange.Models.VapidConfiguration, System.Boolean>
7a5ac1575248      40       1,544 System.Linq.Expressions.ParameterExpression[]
7a5ac3334800      28       1,568 Microsoft.EntityFrameworkCore.Query.SqlExpressions.InnerJoinExpression
7a5ac1753788      28       1,568 System.Collections.Generic.SortedSet<System.Collections.Generic.KeyValuePair<System.String, Microsoft.EntityFrameworkCore.Metadata.Internal.EntityType>>+Node
7a5ac191a5a8      28       1,568 System.Collections.Generic.SortedSet<System.Collections.Generic.KeyValuePair<System.Collections.Generic.IReadOnlyList<Microsoft.EntityFrameworkCore.Metadata.IReadOnlyProperty>, Microsoft.EntityFrameworkCore.Metadata.Internal.Key>>+Node
7a5ac33fabf0      28       1,568 System.RuntimeType+RuntimeTypeCache+MemberInfoCache<System.Reflection.RuntimeEventInfo>
7a5ac3f796e0      24       1,568 System.IO.Pipelines.BufferSegmentStack+SegmentAsValueType[]
7a5ac2269410      22       1,584 System.Threading.Tasks.Task<System.Int32>
7a5ac324a790      66       1,584 Microsoft.EntityFrameworkCore.Query.SqlAliasManager
7a5ac13aa8b0      33       1,584 Microsoft.Extensions.Logging.LoggerMessage+<>c__DisplayClass8_0
7a5abc183468      25       1,600 System.Func<System.Diagnostics.Tracing.EventSource>
7a5abc18ac48      25       1,600 System.Diagnostics.Tracing.EventPipeEventProvider
7a5abd664a40      25       1,600 System.Func<Microsoft.Extensions.Primitives.IChangeToken>
7a5abc19c620      25       1,600 System.Threading.Tasks.Task
7a5ac16569b8       1       1,600 System.Collections.Concurrent.ConcurrentDictionary<System.ValueTuple<Microsoft.EntityFrameworkCore.Storage.RelationalTypeMappingInfo, System.Type, Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter, Microsoft.EntityFrameworkCore.Storage.CoreTypeMapping>, Microsoft.EntityFrameworkCore.Storage.RelationalTypeMapping>+VolatileNode[]
7a5ac1e59660       5       1,600 System.Collections.Concurrent.ConcurrentDictionary<System.String, System.String>+VolatileNode[]
7a5ac36022a0      20       1,600 System.Text.Json.Serialization.Metadata.JsonParameterInfo<System.String>
7a5ac1e56bf8       8       1,600 System.Diagnostics.Activity
7a5ac49b8258       1       1,600 System.Collections.Concurrent.ConcurrentDictionary<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>, System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+CacheEntry>+VolatileNode[]
7a5ac491f458       1       1,600 System.Collections.Concurrent.ConcurrentDictionary<Microsoft.CSharp.RuntimeBinder.ICSharpBinder, Microsoft.CSharp.RuntimeBinder.ICSharpBinder>+VolatileNode[]
7a5ac34e96f0       1       1,616 System.Globalization.DateTimeFormatInfo+TokenHashValue[]
7a5ac18666f0      15       1,624 System.Collections.Generic.HashSet<Microsoft.EntityFrameworkCore.Metadata.Internal.Property>+Entry[]
7a5ac5d13b18      50       1,624 Microsoft.AspNetCore.Mvc.ModelBinding.Validation.IModelValidator[]
7a5ac33f9618      34       1,632 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.Reflection.MethodInfo>+Node
7a5ac76c5cc8       4       1,632 System.Collections.Generic.Dictionary<System.Diagnostics.Metrics.Instrument, System.Object>+Entry[]
7a5ac3495800      26       1,664 System.Func<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.ISnapshot>
7a5ac4103548      52       1,664 Microsoft.AspNetCore.Routing.Matching.LinearSearchJumpTable
7a5ac1b96cf8      26       1,664 System.Func<ForexExchange.Models.ApplicationUser, System.String>
7a5ac6cbb998      26       1,664 System.Func<ForexExchange.Models.PushNotificationLog, System.Boolean>
7a5ac3b19798      35       1,680 System.Collections.Concurrent.ConcurrentDictionary<System.Type, Microsoft.Extensions.DependencyInjection.ActivatorUtilities+ConstructorInfoEx[]>+Node
7a5ac45bea98      21       1,680 System.Collections.Generic.Dictionary<System.Object, Microsoft.AspNetCore.Routing.DecisionTree.DecisionTreeNode<Microsoft.AspNetCore.Routing.Tree.OutboundMatch>>
7a5ac17135f0       4       1,696 System.Collections.Concurrent.ConcurrentDictionary<System.Type, System.String>+VolatileNode[]
