root@iranexpedia:~# dotnet-dump analyze /root/core_20251123_141914
Loading core dump: /root/core_20251123_141914 ...
Ready to process analysis commands. Type 'help' to list available commands or 'help [command]' to get detailed help on a command.
Type 'quit' or 'exit' to exit the session.
> dumpheap -stat                                                                                                                                                                                     
Statistics:
          MT   Count   TotalSize Class Name
7a5ac494e6d8       1          24 System.Collections.Generic.GenericEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.TypeTable+KeyPair<Microsoft.CSharp.RuntimeBinder.Semantics.AggregateSymbol, Microsoft.CSharp.RuntimeBinder.Semantics.TypeTable+KeyPair<Microsoft.CSharp.RuntimeBinder.Semantics.AggregateType, Microsoft.CSharp.RuntimeBinder.Semantics.TypeArray>>>
7a5ac494ea78       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.AggregateSymbol>
7a5ac494f328       1          24 System.Collections.Generic.GenericEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.TypeTable+KeyPair<Microsoft.CSharp.RuntimeBinder.Semantics.AggregateType, Microsoft.CSharp.RuntimeBinder.Semantics.TypeArray>>
7a5ac494f6d8       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.AggregateType>
7a5ac494f988       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.TypeArray>
7a5ac4950cd0       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Dynamic.BindingRestrictions>
7a5ac4951280       1          24 System.Dynamic.BindingRestrictions[]
7a5ac49536b8       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Linq.Expressions.Compiler.LabelScopeInfo>
7a5ac49537a0       1          24 System.Linq.Expressions.Compiler.LabelScopeInfo[]
7a5ac4954878       1          24 System.Collections.Generic.GenericEqualityComparer<Microsoft.AspNetCore.Mvc.Razor.RazorPageActivator+CacheKey>
7a5ac4957ce8       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.FormTagHelper>[]
7a5ac4958628       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.RenderAtEndOfFormTagHelper>[]
7a5ac495e538       1          24 System.Dynamic.DynamicObject+MetaDynamic+<>c
7a5ac4947f78       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.MethodGroupType
7a5ac4971d50       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.VoidType
7a5ac49753a8       1          24 System.Collections.Generic.GenericEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.TypeTable+KeyPair<Microsoft.CSharp.RuntimeBinder.Semantics.CType, System.Int32>>
7a5ac4977f48       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.CSharp.RuntimeBinder.Semantics.ExprCall>
7a5ac497fbe0       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.Expr[]
7a5ac49905b8       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.CandidateFunctionMember[]
7a5ac4992860       1          24 Microsoft.Net.Http.Headers.NameValueHeaderValue[]
7a5ac4995a20       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.HomeController>
7a5ac49b3fe8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitMemberAccessor
7a5ac49bb4f0       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.String>>
7a5ac49bdde0       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, <>f__AnonymousType38<System.String, System.String, System.String, System.String>[]>>
7a5ac49be860       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object, System.String[]>>
7a5ac49bf2e8       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Func<System.Object[], <>f__AnonymousType37<System.String, System.String, System.String, <>f__AnonymousType38<System.String, System.String, System.String, System.String>[], System.String, System.String, System.String, System.String, System.String, System.String[], System.String, System.String>>>
7a5ac4a00808       1          24 System.Text.Json.Serialization.Metadata.ReflectionEmitCachingMemberAccessor+Cache<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>+<>c__6<System.Text.Json.Serialization.Metadata.JsonTypeInfo+ParameterizedConstructorDelegate<<>f__AnonymousType38<System.String, System.String, System.String, System.String>, System.String, System.String, System.String, System.String>>
7a5ac4a03988       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.Infrastructure.ContentResultExecutor>
7a5ac50caeb8       1          24 System.Collections.Generic.ObjectEqualityComparer<System.Threading.ThreadPoolWorkQueue+WorkStealingQueue>
7a5ac500e0a0       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.ErrorController>
7a5ac500fb90       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.AspNetCore.Mvc.ModelBinding.Metadata.DefaultModelMetadata>
7a5ac625d288       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.EntityFrameworkCore.ChangeTracking.Internal.InternalEntityEntry>
7a5ac50115a0       1          24 Microsoft.AspNetCore.Hosting.HostingRequestUnhandledLog+<>c
7a5ac50599d8       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.Extensions.Http.DefaultHttpClientFactory>
7a5ac505aa38       1          24 Microsoft.Extensions.Http.DefaultHttpClientFactory+<>c
7a5ac505b610       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.Data.Sqlite.SqliteConnectionPoolGroup>
7a5ac505b948       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.Data.Sqlite.SqliteConnectionInternal>
7a5ac505bd98       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.Data.Sqlite.SqliteConnectionPool>
7a5ac505d210       1          24 Microsoft.Extensions.Caching.Memory.MemoryCache+<>c
7a5ac50c79f0       1          24 Microsoft.AspNetCore.Server.Kestrel.Core.Internal.Http.HttpProtocol+<>c
7a5ac50cb9c8       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.PoolManagementController>
7a5ac50d11f8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.CurrencyPool>>
7a5ac50d8940       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CurrencyPool>+AsyncEnumerator+<>c
7a5ac50d92e8       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PoolRiskLevel, System.Int32>+<>c
7a5ac50dde70       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.CurrencyPool, ForexExchange.Models.Currency>
7a5ac21b8710       1          24 ForexExchange.Controllers.PoolManagementController+<>c
7a5ac50de9f8       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.NewtonsoftJson.NewtonsoftJsonResultExecutor>
7a5ac50f48e0       1          24 System.Collections.ObjectModel.ReadOnlyCollection<Microsoft.Net.Http.Headers.NameValueHeaderValue>
7a5ac50f5688       1          24 Microsoft.AspNetCore.Internal.AspNetCoreTempDirectory+<>c
7a5ac62c1120       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.Order>+<>c
7a5ac62c36d0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType222<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.Decimal, System.String, System.String, System.String>>>
7a5ac62c7880       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType222<System.Int32, System.Int32, System.DateTime, System.Decimal, System.Decimal, System.Decimal, System.String, System.String, System.String>>+AsyncEnumerator+<>c
7a5ac2147be0       1          24 ForexExchange.Services.CentralFinancialService+<>c
7a5ac50f9348       1          24 Newtonsoft.Json.Utilities.EnumUtils+<>c
7a5ac51ffba0       1          24 Newtonsoft.Json.Utilities.ReflectionUtils+<>c
7a5ac5202e70       1          24 Newtonsoft.Json.Serialization.DefaultContractResolver+<>c
7a5ac520ef88       1          24 System.Linq.Enumerable+EnumerableSorter<Newtonsoft.Json.Serialization.JsonProperty>+<>c
7a5ac520f810       1          24 Newtonsoft.Json.Utilities.DynamicReflectionDelegateFactory
7a5ac5241910       1          24 Newtonsoft.Json.Utilities.ExpressionReflectionDelegateFactory
7a5ac5248ae0       1          24 System.Collections.Generic.GenericEqualityComparer<Newtonsoft.Json.Utilities.StructMultiKey<System.Type, System.Type>>
7a5ac524d1d8       1          24 System.Collections.Generic.GenericEqualityComparer<System.ValueTuple<System.String, System.Type, System.Reflection.MemberInfo>>
7a5ac525a218       1          24 Microsoft.AspNetCore.Http.Connections.AvailableTransport[]
7a5ac525cd48       1          24 Microsoft.Extensions.Options.IConfigureOptions<Microsoft.AspNetCore.Http.ProblemDetailsOptions>[]
7a5ac525ce08       1          24 Microsoft.Extensions.Options.IPostConfigureOptions<Microsoft.AspNetCore.Http.ProblemDetailsOptions>[]
7a5ac525cec8       1          24 Microsoft.Extensions.Options.IValidateOptions<Microsoft.AspNetCore.Http.ProblemDetailsOptions>[]
7a5ac525c710       1          24 Microsoft.AspNetCore.Http.ProblemDetailsOptions
7a5abf051310       1          24 Microsoft.AspNetCore.Mvc.Infrastructure.ProblemDetailsClientErrorFactory
7a5ac525d050       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.Infrastructure.ClientErrorResultFilter>
7a5ac525d538       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.PushController>
7a5ac525f5b0       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.VapidConfiguration>+<>c
7a5ac52718a8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.VapidConfiguration>>
7a5ac52750c0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.VapidConfiguration>+AsyncEnumerator+<>c
7a5ac5278b80       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.Infrastructure.DefaultOutputFormatterSelector>
7a5ac52789a8       1          24 System.Collections.ObjectModel.ReadOnlyCollection<Microsoft.AspNetCore.Mvc.Formatters.IOutputFormatter>
7a5ac5278e70       1          24 Microsoft.Extensions.Logging.Logger<Microsoft.AspNetCore.Mvc.Infrastructure.ObjectResultExecutor>
7a5ac5286ef0       1          24 Microsoft.AspNetCore.SignalR.HubConnectionContext+<>c
7a5ac528d348       1          24 System.Threading.Channels.AsyncOperation<System.Int32>[]
7a5ac528d558       1          24 System.Threading.Channels.VoidAsyncOperationWithData<System.Int32>[]
7a5ac527ea50       1          24 Microsoft.AspNetCore.Http.DefaultWebSocketManager+<>c
7a5ac5312b40       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.Net.Http.Headers.MediaTypeHeaderValue>
7a5ac5712d60       1          24 Microsoft.AspNetCore.Http.Connections.Internal.HttpConnectionContext+<>c
7a5ac5714830       1          24 System.Threading.QueueUserWorkItemCallback+<>c
7a5ac5310818       1          24 Microsoft.AspNetCore.SignalR.Protocol.HandshakeResponseMessage
7a5ac578c9e0       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.TotpService>
7a5ac6332658       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType223<System.Int32, System.DateTime, System.String, System.Decimal, System.String, ForexExchange.Models.PayerType, System.Nullable<System.Int32>, ForexExchange.Models.ReceiverType, System.Nullable<System.Int32>>>+AsyncEnumerator+<>c
7a5ac57c54e8       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.ExpressionBinder+BinOpFullSig[]
7a5ac57c7fa8       1          24 Microsoft.CSharp.RuntimeBinder.Semantics.NullType
7a5ac20f40a8       1          24 AspNetCoreGeneratedDocument.Views_Account_Login+<>c
7a5ac57cb290       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.ValidationSummaryTagHelper>[]
7a5ac57cbd78       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.ModelStateEntry[]
7a5ac57cc860       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.LabelTagHelper>[]
7a5ac57cde00       1          24 System.ComponentModel.DataAnnotations.RegularExpressionAttribute+<>c
7a5ac57cf030       1          24 Microsoft.AspNetCore.Razor.TagHelpers.NullHtmlEncoder
7a5ac57cf8b8       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.InputTagHelper>[]
7a5ac57e10b0       1          24 Microsoft.AspNetCore.Mvc.ViewFeatures.MemberExpressionCacheKeyComparer
7a5ac57e3f68       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.AspNetCore.Mvc.ViewFeatures.MemberExpressionCacheKey>
7a5ac57ee560       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.ValidationMessageTagHelper>[]
7a5ac5805580       1          24 Microsoft.AspNetCore.Html.IHtmlContent[]
7a5ac57e78e0       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ClientValidatorItem[]
7a5ac62ce038       1          24 System.Linq.Enumerable+EnumerableSorter<System.ValueTuple<System.String, System.DateTime, System.String, System.Nullable<System.Int32>, System.Decimal, System.String, System.String>>+<>c
7a5ac62fbeb0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int64>+<>c
7a5ac58b9fd8       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.ReportsController>
7a5ac58ba128       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.CustomerFinancialHistoryService>
7a5ac6303f80       1          24 System.Collections.Generic.GenericEqualityComparer<Microsoft.EntityFrameworkCore.ValueGeneration.ValueGeneratorCache+CacheKey>
7a5ac58d4b48       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.OptionTagHelper>[]
7a5ac58da598       1          24 <>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>[]
7a5ac58db608       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>>>
7a5ac32537d0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.QueryableMethodNormalizingExpressionVisitor+<>c
7a5ac3389b48       1          24 Microsoft.EntityFrameworkCore.Query.SqlExpressions.SelectExpression+IdentifierComparer
7a5ac58f5fd0       1          24 System.Collections.Generic.GenericEqualityComparer<System.ValueTuple<Microsoft.EntityFrameworkCore.Query.SqlExpressions.ColumnExpression, Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer>>
7a5ac58f7648       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer[]
7a5ac5b1a5a8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType66<System.Int32, System.String, System.String, System.String, System.DateTime, System.Boolean, System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, System.Decimal>>+AsyncEnumerator+<>c
7a5ac5b1a050       1          24 <>f__AnonymousType67<System.String, System.String, System.Decimal>[]
7a5ac5b1e538       1          24 Microsoft.EntityFrameworkCore.Query.RelationalShapedQueryCompilingExpressionVisitor+ShaperProcessingExpressionVisitor+<>c__28<System.Collections.Generic.List<<>f__AnonymousType67<System.String, System.String, System.Decimal>>, <>f__AnonymousType67<System.String, System.String, System.Decimal>, <>f__AnonymousType67<System.String, System.String, System.Decimal>>
7a5ac21bbd28       1          24 ForexExchange.Controllers.ReportsController+<>c
7a5ac5b4d2f8       1          24 <>f__AnonymousType17<System.Int32, System.String, System.String, System.Int32>[]
7a5ac5b4dd38       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<<>f__AnonymousType17<System.Int32, System.String, System.String, System.Int32>>>
7a5ac5b4f5f8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<<>f__AnonymousType17<System.Int32, System.String, System.String, System.Int32>>+AsyncEnumerator+<>c
7a5ac5ba64b0       1          24 Microsoft.AspNetCore.Authorization.Infrastructure.DenyAnonymousAuthorizationRequirement+<>c
7a5ac5ba6870       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.CustomerFinancialHistoryController>
7a5ac5bab8a0       1          24 Microsoft.EntityFrameworkCore.Internal.EntityFinderSource+<>c__2<ForexExchange.Models.Customer>
7a5ac5babb20       1          24 Microsoft.EntityFrameworkCore.Internal.EntityFinder<ForexExchange.Models.Customer>+<>c
7a5ac424eef8       1          24 System.Linq.Expressions.Interpreter.CastInstruction+CastInstructionT<System.Int32>
7a5ac5bae048       1          24 ForexExchange.Models.CustomerTransactionHistory[]
7a5ac5bae5b8       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.CustomerBalanceHistory>+<>c
7a5ac5bb0668       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IAsyncEnumerable<ForexExchange.Models.CustomerBalanceHistory>>
7a5ac5bb1fb0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CustomerBalanceHistory>+AsyncEnumerator+<>c
7a5ac5bb2980       1          24 Microsoft.EntityFrameworkCore.Metadata.RuntimeKey+<>c__26<System.Int64>
7a5ac5bb4520       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.IdentityMap<System.Int64>+<>c
7a5ac5bb4a88       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.CustomerBalanceTransactionType, System.Int32>+<>c
7a5ac1e39990       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Int64>+<>c
7a5ac5bbb3d0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Nullable<System.Int32>>+<>c
7a5ac215df78       1          24 ForexExchange.Services.CustomerFinancialHistoryService+<>c
7a5ac5bc4ee8       1          24 System.Buffers.SharedArrayPool<System.Reflection.MemberInfo>+<>c
7a5ac217d460       1          24 ForexExchange.Models.CustomerFinancialTimeline+<>c
7a5ac5c0e888       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.CustomerBalanceService>
7a5ac5c0e9e8       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.BankAccountBalanceService>
7a5ac5c0eb48       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Services.OpenRouterOcrService>
7a5ac5c0ec28       1          24 Microsoft.Extensions.Logging.Logger<ForexExchange.Controllers.AccountingDocumentsController>
7a5ac5c0efb8       1          24 ForexExchange.Models.Customer[]
7a5ac5c0fbf0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IEnumerable<ForexExchange.Models.Customer>>
7a5ac5c42808       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Customer>+Enumerator+<>c
7a5ac5c43400       1          24 ForexExchange.Models.Currency[]
7a5ac5c43b60       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IEnumerable<ForexExchange.Models.Currency>>
7a5ac5c469b0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.Currency>+Enumerator+<>c
7a5ac5c47468       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Collections.Generic.IEnumerable<ForexExchange.Models.BankAccount>>
7a5ac5c486a0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.BankAccount>+Enumerator+<>c
7a5ac5c701a8       1          24 System.ComponentModel.ArrayConverter
7a5ac5c70a78       1          24 Microsoft.AspNetCore.Mvc.DataAnnotations.DataAnnotationsMetadataProvider+<>c
7a5ac5c71208       1          24 System.Linq.Enumerable+EnumerableSorter<System.Reflection.FieldInfo>+<>c
7a5ac5c72078       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.SelectTagHelper>[]
7a5ac20f2d20       1          24 AspNetCoreGeneratedDocument.Views_AccountingDocuments_Upload+<>c
7a5ac5c97cb8       1          24 Microsoft.AspNetCore.Mvc.Razor.ITagHelperInitializer<Microsoft.AspNetCore.Mvc.TagHelpers.TextAreaTagHelper>[]
7a5ac628a138       1          24 System.Collections.Generic.Dictionary<System.ValueTuple<System.Int32, System.String>, System.Decimal>+KeyCollection
7a5ac5d03348       1          24 Microsoft.AspNetCore.Mvc.NewtonsoftJson.JsonSerializerObjectPolicy
7a5ac5d113e0       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.Validation.DefaultComplexObjectValidationStrategy
7a5ac5d13988       1          24 System.Collections.Generic.ObjectEqualityComparer<Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ValidatorItem>
7a5ac5d14728       1          24 System.ComponentModel.ByteConverter
7a5ac5d132f8       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.Validation.ValidatorItem[]
7a5ac5d1a7e8       1          24 System.ComponentModel.DataAnnotations.ValidationResult[]
7a5ac5d1f210       1          24 ForexExchange.Models.CustomerBalanceEffect[]
7a5ac5d1f2d0       1          24 ForexExchange.Models.BankAccountBalanceEffect[]
7a5ac5d1f520       1          24 Microsoft.EntityFrameworkCore.Internal.InternalDbSet<ForexExchange.Models.CustomerBalance>+<>c
7a5ac5d30000       1          24 Microsoft.EntityFrameworkCore.Query.Internal.CompiledQueryCache+<>c__3<System.Threading.Tasks.Task<ForexExchange.Models.CustomerBalance>>
7a5ac5d318d0       1          24 Microsoft.EntityFrameworkCore.Query.Internal.SingleQueryingEnumerable<ForexExchange.Models.CustomerBalance>+AsyncEnumerator+<>c
7a5ac5d32d40       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ClrPropertySetter<ForexExchange.Models.CustomerBalance, ForexExchange.Models.Customer>
7a5ac218c870       1          24 ForexExchange.Controllers.AccountingDocumentsController+<>c
7a5ac5d39a00       1          24 <>f__AnonymousType9<System.String, System.String, System.String, System.Decimal, System.Decimal, System.Decimal, System.String>[]
7a5ac33aceb8       1          24 Microsoft.EntityFrameworkCore.Query.Internal.ResultContext
7a5ac5d6d6c0       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.IModelBinder[]
7a5ac5d6b118       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.Binders.ByteArrayModelBinder
7a5ac5d6b260       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.Binders.FormFileModelBinder
7a5ac5d8a150       1          24 Microsoft.AspNetCore.Http.Metadata.IFormOptionsMetadata[]
7a5ac5d8a398       1          24 Microsoft.AspNetCore.Http.Features.FormFeature+<>c
7a5ac5d928a0       1          24 Microsoft.AspNetCore.Internal.AspNetCoreTempDirectory+<>c
7a5ac5d943a8       1          24 Microsoft.AspNetCore.Http.IFormFile[]
7a5ac5dc55d0       1          24 Microsoft.Extensions.Primitives.StringValues+<>c
7a5ac5856310       1          24 Microsoft.AspNetCore.Mvc.ModelBinding.ModelError[]
7a5ac5dda6e0       1          24 Microsoft.EntityFrameworkCore.ValueGeneration.ValueGeneratorCache+<>c
7a5ac5de0080       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.TemporaryValuesFactoryFactory
7a5ac5de5ad8       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.Snapshot<System.Int32, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>, System.Nullable<System.Int32>>+<>c
7a5ac5deb9e8       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Byte[]>+<>c
7a5ac5e037e0       1          24 System.Tuple<Microsoft.EntityFrameworkCore.Metadata.INavigationBase, Microsoft.EntityFrameworkCore.ChangeTracking.Internal.InternalEntityEntry>[]
7a5ac1daecf0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Decimal>+<>c
7a5ac4cf6058       1          24 System.Collections.StructuralEqualityComparer
7a5ac1e333f0       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.ValueComparer<System.Boolean>+<>c
7a5ac5e68b80       1          24 Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager+<>c
7a5ac5e78e70       1          24 Microsoft.EntityFrameworkCore.Update.IModificationCommand[]
7a5ac5e99ab0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.ForeignKeyConstraint+<>c
7a5ac5e9d1d0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.Column+<>c
7a5ac5e9f9e0       1          24 Microsoft.EntityFrameworkCore.Metadata.Internal.UniqueConstraint+<>c
7a5ac5ea5040       1          24 Microsoft.EntityFrameworkCore.Update.Internal.RowForeignKeyValueFactory<System.Int32, System.Int32>+<>c
7a5ac5e7bbe8       1          24 Microsoft.EntityFrameworkCore.Update.Internal.CommandBatchPreparer+<>c
7a5ac5eca720       1          24 Microsoft.EntityFrameworkCore.Update.ModificationCommand+<>c
7a5ac5eca2b8       1          24 Microsoft.EntityFrameworkCore.Update.UpdateSqlGenerator+<>c
7a5ac5ed7cd8       1          24 System.Buffers.SharedArrayPool<Microsoft.EntityFrameworkCore.Update.IColumnModification>+<>c
7a5ac5eda8b8       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PayerType, System.Int32>+<>c
7a5ac5edbbd0       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.PayerType, System.Int32>+<>c__DisplayClass7_0<ForexExchange.Models.PayerType, System.Int32>
7a5ac5edc518       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.ReceiverType, System.Int32>+<>c
7a5ac5ede8e8       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.ReceiverType, System.Int32>+<>c__DisplayClass7_0<ForexExchange.Models.ReceiverType, System.Int32>
7a5ac5edeb20       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.DocumentType, System.Int32>+<>c
7a5ac5edf2d8       1          24 Microsoft.EntityFrameworkCore.Storage.ValueConversion.ValueConverter<ForexExchange.Models.DocumentType, System.Int32>+<>c__DisplayClass7_0<ForexExchange.Models.DocumentType, System.Int32>
